Time,P1,P3,P5,P7
5.2110436e+00, 2.1356000e+03, 1.4197333e+03, 4.5993333e+02, 6.5840000e+02
5.2120505e+00, 2.1254667e+03, 1.4211333e+03, 3.0600000e+02, 5.3893333e+02
5.2130317e+00, 2.1103333e+03, 1.4532667e+03, 4.2593333e+02, 5.4173333e+02
5.2140387e+00, 2.0836667e+03, 1.4413333e+03, 4.6546667e+02, 5.8860000e+02
5.2150456e+00, 2.0809333e+03, 1.4252667e+03, 3.9880000e+02, 6.1520000e+02
5.2160526e+00, 2.1043333e+03, 1.4436667e+03, 4.7460000e+02, 6.2900000e+02
5.2170338e+00, 2.1154000e+03, 1.4486667e+03, 4.9073333e+02, 5.5960000e+02
5.2180408e+00, 2.1094000e+03, 1.4413333e+03, 3.8460000e+02, 5.1733333e+02
5.2190477e+00, 2.0992667e+03, 1.4381333e+03, 3.9746667e+02, 5.2793333e+02
5.2200547e+00, 2.1043333e+03, 1.4510000e+03, 4.6360000e+02, 5.3666667e+02
5.2210359e+00, 2.1195333e+03, 1.4689333e+03, 4.4153333e+02, 5.5733333e+02
5.2220428e+00, 2.1158667e+03, 1.4496000e+03, 4.4753333e+02, 5.6973333e+02
5.2230498e+00, 2.1117333e+03, 1.4326000e+03, 4.8700000e+02, 5.4906667e+02
5.2240568e+00, 2.1328667e+03, 1.4615333e+03, 4.6173333e+02, 4.7740000e+02
5.2250379e+00, 2.1475333e+03, 1.4850000e+03, 4.3420000e+02, 4.6266667e+02
5.2260449e+00, 2.1305333e+03, 1.4689333e+03, 4.4660000e+02, 5.4260000e+02
5.2270519e+00, 2.1140000e+03, 1.4505333e+03, 4.5673333e+02, 5.8580000e+02
5.2280330e+00, 2.1158667e+03, 1.4556000e+03, 4.6406667e+02, 6.2026667e+02
5.2290400e+00, 2.1232000e+03, 1.4702667e+03, 4.5393333e+02, 6.8366667e+02
5.2300470e+00, 2.1305333e+03, 1.4776667e+03, 4.0940000e+02, 6.6573333e+02
5.2310540e+00, 2.1388000e+03, 1.4730667e+03, 3.7126667e+02, 6.0420000e+02
5.2320351e+00, 2.1314667e+03, 1.4592667e+03, 4.1213333e+02, 6.2026667e+02
5.2330421e+00, 2.1066667e+03, 1.4413333e+03, 4.7000000e+02, 6.4093333e+02
5.2340491e+00, 2.0919333e+03, 1.4422667e+03, 4.2593333e+02, 5.9866667e+02
5.2350561e+00, 2.1048000e+03, 1.4578667e+03, 3.5746667e+02, 5.7433333e+02
5.2360372e+00, 2.1176667e+03, 1.4532667e+03, 3.7633333e+02, 5.9273333e+02
5.2370442e+00, 2.1232000e+03, 1.4486667e+03, 4.1213333e+02, 5.9913333e+02
5.2380512e+00, 2.1328667e+03, 1.4634000e+03, 3.7540000e+02, 5.9273333e+02
5.2390323e+00, 2.1103333e+03, 1.4524000e+03, 3.5286667e+02, 5.8260000e+02
5.2400393e+00, 2.0662000e+03, 1.4202000e+03, 3.9006667e+02, 5.7433333e+02
5.2410463e+00, 2.0634667e+03, 1.4225333e+03, 3.8593333e+02, 5.8400000e+02
5.2420532e+00, 2.1030000e+03, 1.4578667e+03, 3.5793333e+02, 5.8626667e+02
5.2430344e+00, 2.1300667e+03, 1.4670667e+03, 3.9100000e+02, 5.8486667e+02
5.2440414e+00, 2.1254667e+03, 1.4445333e+03, 4.3513333e+02, 5.8400000e+02
5.2450484e+00, 2.1121333e+03, 1.4358000e+03, 4.1580000e+02, 5.6240000e+02
5.2460553e+00, 2.1048000e+03, 1.4408667e+03, 3.9100000e+02, 5.4540000e+02
5.2470365e+00, 2.1084667e+03, 1.4386000e+03, 4.2773333e+02, 5.6100000e+02
5.2480435e+00, 2.1181333e+03, 1.4486667e+03, 4.4293333e+02, 5.7893333e+02
5.2490504e+00, 2.1103333e+03, 1.4620000e+03, 3.8826667e+02, 5.6240000e+02
5.2500316e+00, 2.0896667e+03, 1.4524000e+03, 3.8640000e+02, 5.8120000e+02
5.2510386e+00, 2.0814000e+03, 1.4335333e+03, 4.7873333e+02, 6.3913333e+02
5.2520455e+00, 2.0822667e+03, 1.4234000e+03, 5.1046667e+02, 6.1433333e+02
5.2530525e+00, 2.1016000e+03, 1.4386000e+03, 4.3513333e+02, 5.5460000e+02
5.2540337e+00, 2.1268667e+03, 1.4519333e+03, 4.2040000e+02, 5.7246667e+02
5.2550407e+00, 2.1190667e+03, 1.4312000e+03, 4.9486667e+02, 6.1246667e+02
5.2560476e+00, 2.1103333e+03, 1.4298667e+03, 4.9806667e+02, 6.0006667e+02
5.2570546e+00, 2.1167333e+03, 1.4482000e+03, 4.4386667e+02, 5.8400000e+02
5.2580358e+00, 2.1016000e+03, 1.4386000e+03, 4.7740000e+02, 6.1566667e+02
5.2590427e+00, 2.0800000e+03, 1.4270667e+03, 5.3433333e+02, 6.4460000e+02
5.2600497e+00, 2.0882667e+03, 1.4372000e+03, 5.0586667e+02, 6.3820000e+02
5.2610567e+00, 2.1071333e+03, 1.4432000e+03, 4.7460000e+02, 6.1800000e+02
5.2620378e+00, 2.1094000e+03, 1.4436667e+03, 4.9713333e+02, 5.9773333e+02
5.2630448e+00, 2.1030000e+03, 1.4362667e+03, 5.0493333e+02, 6.1566667e+02
5.2640518e+00, 2.1016000e+03, 1.4216000e+03, 5.0313333e+02, 6.6620000e+02
5.2650330e+00, 2.0860000e+03, 1.4128667e+03, 5.2653333e+02, 6.6853333e+02
5.2660399e+00, 2.0698667e+03, 1.4197333e+03, 5.1686667e+02, 6.2900000e+02
5.2670469e+00, 2.0887333e+03, 1.4542000e+03, 4.9573333e+02, 6.2073333e+02
5.2680539e+00, 2.1030000e+03, 1.4597333e+03, 5.3020000e+02, 6.4553333e+02
5.2690350e+00, 2.0795333e+03, 1.4105333e+03, 5.4260000e+02, 6.5426667e+02
5.2700420e+00, 2.0809333e+03, 1.4124000e+03, 5.0860000e+02, 6.4460000e+02
5.2710490e+00, 2.1195333e+03, 1.4643333e+03, 5.0173333e+02, 6.4966667e+02
5.2720560e+00, 2.1241333e+03, 1.4620000e+03, 5.0820000e+02, 6.6853333e+02
5.2730371e+00, 2.0942667e+03, 1.4399333e+03, 5.0586667e+02, 6.7906667e+02
5.2740441e+00, 2.0896667e+03, 1.4505333e+03, 5.0586667e+02, 6.7726667e+02
5.2750511e+00, 2.0984000e+03, 1.4459333e+03, 5.0586667e+02, 6.7493333e+02
5.2760322e+00, 2.0896667e+03, 1.4408667e+03, 5.0173333e+02, 6.8920000e+02
5.2770392e+00, 2.0822667e+03, 1.4496000e+03, 5.0726667e+02, 6.9380000e+02
5.2780462e+00, 2.0860000e+03, 1.4349333e+03, 5.1600000e+02, 6.8273333e+02
5.2790532e+00, 2.0860000e+03, 1.4216000e+03, 5.0313333e+02, 6.9240000e+02
5.2800343e+00, 2.0735333e+03, 1.4211333e+03, 4.9440000e+02, 6.9560000e+02
5.2810413e+00, 2.0690000e+03, 1.4174667e+03, 5.1320000e+02, 6.9426667e+02
5.2820483e+00, 2.0740000e+03, 1.4216000e+03, 5.1686667e+02, 7.0760000e+02
5.2830552e+00, 2.0611333e+03, 1.4160667e+03, 4.9440000e+02, 6.9746667e+02
5.2840364e+00, 2.0611333e+03, 1.4174667e+03, 4.8746667e+02, 6.8273333e+02
5.2850434e+00, 2.0814000e+03, 1.4381333e+03, 5.0586667e+02, 7.0020000e+02
5.2860503e+00, 2.0772667e+03, 1.4298667e+03, 5.0586667e+02, 7.0526667e+02
5.2870573e+00, 2.0690000e+03, 1.4114667e+03, 4.8380000e+02, 6.9240000e+02
5.2880385e+00, 2.0809333e+03, 1.4216000e+03, 4.8613333e+02, 6.9560000e+02
5.2890454e+00, 2.0896667e+03, 1.4298667e+03, 5.0586667e+02, 7.0573333e+02
5.2900524e+00, 2.0905333e+03, 1.4248000e+03, 4.9486667e+02, 7.0666667e+02
5.2910336e+00, 2.0850667e+03, 1.4216000e+03, 4.7373333e+02, 7.0160000e+02
5.2920406e+00, 2.0690000e+03, 1.4142000e+03, 4.6913333e+02, 6.9886667e+02
5.2930475e+00, 2.0542667e+03, 1.4068667e+03, 4.5806667e+02, 7.0253333e+02
5.2940545e+00, 2.0436667e+03, 1.3940000e+03, 4.4886667e+02, 7.1033333e+02
5.2950357e+00, 2.0418667e+03, 1.3880667e+03, 4.5993333e+02, 7.0666667e+02
5.2960426e+00, 2.0542667e+03, 1.4078000e+03, 4.6546667e+02, 6.9520000e+02
5.2970496e+00, 2.0487333e+03, 1.3968000e+03, 4.6173333e+02, 6.9520000e+02
5.2980566e+00, 2.0290000e+03, 1.3687333e+03, 4.6266667e+02, 7.0160000e+02
5.2990377e+00, 2.0290000e+03, 1.3798000e+03, 4.5806667e+02, 6.9746667e+02
5.3000447e+00, 2.0326667e+03, 1.3857333e+03, 4.5673333e+02, 6.9013333e+02
5.3010517e+00, 2.0391333e+03, 1.3844000e+03, 4.6040000e+02, 6.9793333e+02
5.3020329e+00, 2.0450667e+03, 1.3922000e+03, 4.5166667e+02, 6.9240000e+02
5.3030398e+00, 2.0308667e+03, 1.3844000e+03, 4.5120000e+02, 6.7220000e+02
5.3040468e+00, 2.0234667e+03, 1.3747333e+03, 4.6360000e+02, 6.8733333e+02
5.3050538e+00, 2.0340667e+03, 1.3784000e+03, 4.6406667e+02, 7.0666667e+02
5.3060349e+00, 2.0382000e+03, 1.3866667e+03, 4.5900000e+02, 6.8506667e+02
5.3070419e+00, 2.0418667e+03, 1.3866667e+03, 4.5300000e+02, 6.8000000e+02
5.3080489e+00, 2.0400000e+03, 1.3742667e+03, 4.4566667e+02, 6.9286667e+02
5.3090559e+00, 2.0294667e+03, 1.3756667e+03, 4.4520000e+02, 6.6853333e+02
5.3100370e+00, 2.0331333e+03, 1.3894000e+03, 4.5300000e+02, 6.5706667e+02
5.3110440e+00, 2.0354000e+03, 1.3784000e+03, 4.6266667e+02, 6.8233333e+02
5.3120510e+00, 2.0244000e+03, 1.3623333e+03, 4.6266667e+02, 6.7726667e+02
5.3130321e+00, 2.0244000e+03, 1.3719333e+03, 4.5993333e+02, 6.5933333e+02
5.3140391e+00, 2.0290000e+03, 1.3779333e+03, 4.6360000e+02, 6.6620000e+02
5.3150461e+00, 2.0253333e+03, 1.3682667e+03, 4.5806667e+02, 6.6486667e+02
5.3160531e+00, 2.0193333e+03, 1.3650667e+03, 4.3420000e+02, 6.8093333e+02
5.3170342e+00, 2.0170667e+03, 1.3682667e+03, 4.2226667e+02, 7.1033333e+02
5.3180412e+00, 2.0147333e+03, 1.3609333e+03, 4.3646667e+02, 6.8413333e+02
5.3190482e+00, 2.0092667e+03, 1.3595333e+03, 4.4800000e+02, 6.5426667e+02
5.3200551e+00, 2.0142667e+03, 1.3682667e+03, 4.5260000e+02, 6.6253333e+02
5.3210363e+00, 2.0216667e+03, 1.3636667e+03, 4.4933333e+02, 6.5613333e+02
5.3220433e+00, 2.0198000e+03, 1.3563333e+03, 4.4753333e+02, 6.3453333e+02
5.3230502e+00, 2.0216667e+03, 1.3623333e+03, 4.6040000e+02, 6.3586667e+02
5.3240572e+00, 2.0271333e+03, 1.3632000e+03, 4.6360000e+02, 6.3586667e+02
5.3250384e+00, 2.0266667e+03, 1.3586667e+03, 4.4886667e+02, 6.1886667e+02
5.3260453e+00, 2.0234667e+03, 1.3600000e+03, 4.4800000e+02, 6.1566667e+02
5.3270523e+00, 2.0216667e+03, 1.3586667e+03, 4.5300000e+02, 6.2026667e+02
5.3280335e+00, 2.0216667e+03, 1.3540667e+03, 4.4060000e+02, 6.0926667e+02
5.3290405e+00, 2.0290000e+03, 1.3572667e+03, 4.3420000e+02, 6.1060000e+02
5.3300474e+00, 2.0345333e+03, 1.3595333e+03, 4.4433333e+02, 6.2260000e+02
5.3310544e+00, 2.0308667e+03, 1.3536000e+03, 4.5026667e+02, 6.1060000e+02
5.3320356e+00, 2.0280667e+03, 1.3485333e+03, 4.4800000e+02, 6.0880000e+02
5.3330425e+00, 2.0258000e+03, 1.3453333e+03, 4.4753333e+02, 6.2580000e+02
5.3340495e+00, 2.0244000e+03, 1.3412000e+03, 4.5393333e+02, 6.2026667e+02
5.3350565e+00, 2.0207333e+03, 1.3366000e+03, 4.5486667e+02, 6.0786667e+02
5.3360376e+00, 2.0147333e+03, 1.3320000e+03, 4.3693333e+02, 6.0513333e+02
5.3370446e+00, 2.0129333e+03, 1.3306000e+03, 4.1353333e+02, 5.9866667e+02
5.3380516e+00, 2.0096667e+03, 1.3283333e+03, 4.0340000e+02, 6.0006667e+02
5.3390328e+00, 2.0055333e+03, 1.3218667e+03, 4.0246667e+02, 6.0146667e+02
5.3400397e+00, 2.0092667e+03, 1.3228000e+03, 4.0246667e+02, 5.9593333e+02
5.3410467e+00, 2.0180000e+03, 1.3283333e+03, 3.9833333e+02, 5.9500000e+02
5.3420537e+00, 2.0180000e+03, 1.3246667e+03, 3.8873333e+02, 5.9086667e+02
5.3430348e+00, 2.0096667e+03, 1.3182000e+03, 3.8000000e+02, 5.8073333e+02
5.3440418e+00, 2.0055333e+03, 1.3168000e+03, 3.7720000e+02, 5.7986667e+02
5.3450488e+00, 2.0000667e+03, 1.3122000e+03, 3.7260000e+02, 5.8486667e+02
5.3460558e+00, 1.9959333e+03, 1.3080667e+03, 3.6253333e+02, 5.7340000e+02
5.3470369e+00, 2.0000667e+03, 1.3118000e+03, 3.5653333e+02, 5.6560000e+02
5.3480439e+00, 2.0032667e+03, 1.3085333e+03, 3.6526667e+02, 5.8213333e+02
5.3490509e+00, 1.9950000e+03, 1.2970667e+03, 3.7493333e+02, 5.9086667e+02
5.3500578e+00, 1.9872000e+03, 1.2902000e+03, 3.5560000e+02, 6.0233333e+02
5.3510390e+00, 1.9858000e+03, 1.2920000e+03, 3.2806667e+02, 6.4093333e+02
5.3520460e+00, 1.9876667e+03, 1.2938667e+03, 3.4920000e+02, 6.5333333e+02
5.3530530e+00, 1.9894667e+03, 1.2924667e+03, 3.7126667e+02, 6.1800000e+02
5.3540341e+00, 1.9862667e+03, 1.2910667e+03, 3.5060000e+02, 5.7753333e+02
5.3550411e+00, 1.9802667e+03, 1.2920000e+03, 3.5286667e+02, 5.8626667e+02
5.3560481e+00, 1.9738667e+03, 1.2846667e+03, 3.7033333e+02, 6.0786667e+02
5.3570550e+00, 1.9724667e+03, 1.2837333e+03, 3.5793333e+02, 5.6926667e+02
5.3580362e+00, 1.9789333e+03, 1.2975333e+03, 3.5793333e+02, 5.5593333e+02
5.3590432e+00, 1.9821333e+03, 1.2993333e+03, 3.7766667e+02, 5.8720000e+02
5.3600501e+00, 1.9748000e+03, 1.2902000e+03, 3.7033333e+02, 5.6746667e+02
5.3610571e+00, 1.9711333e+03, 1.2975333e+03, 3.5286667e+02, 5.4813333e+02
5.3620383e+00, 1.9674000e+03, 1.2975333e+03, 3.4686667e+02, 5.6606667e+02
5.3630452e+00, 1.9591333e+03, 1.2865333e+03, 3.3400000e+02, 5.6053333e+02
5.3640522e+00, 1.9651333e+03, 1.2993333e+03, 3.2486667e+02, 5.5086667e+02
5.3650334e+00, 1.9702000e+03, 1.3035333e+03, 3.2300000e+02, 5.6053333e+02
5.3660404e+00, 1.9600667e+03, 1.2851333e+03, 3.1333333e+02, 5.5180000e+02
5.3670473e+00, 1.9586667e+03, 1.2874000e+03, 3.1060000e+02, 5.4033333e+02
5.3680543e+00, 1.9651333e+03, 1.2970667e+03, 3.1246667e+02, 5.4446667e+02
5.3690355e+00, 1.9614667e+03, 1.2902000e+03, 3.0693333e+02, 5.4306667e+02
5.3700424e+00, 1.9578000e+03, 1.2897333e+03, 3.0000000e+02, 5.3666667e+02
5.3710494e+00, 1.9578000e+03, 1.2920000e+03, 2.9726667e+02, 5.3020000e+02
5.3720564e+00, 1.9586667e+03, 1.2888000e+03, 2.9220000e+02, 5.2286667e+02
5.3730375e+00, 1.9628667e+03, 1.2897333e+03, 2.8993333e+02, 5.2146667e+02
5.3740445e+00, 1.9591333e+03, 1.2865333e+03, 2.8760000e+02, 5.1506667e+02
5.3750515e+00, 1.9550000e+03, 1.2823333e+03, 2.8260000e+02, 5.0633333e+02
5.3760327e+00, 1.9564000e+03, 1.2828000e+03, 2.8166667e+02, 5.0726667e+02
5.3770396e+00, 1.9518000e+03, 1.2754667e+03, 2.8393333e+02, 5.0586667e+02
5.3780466e+00, 1.9495333e+03, 1.2676667e+03, 2.8120000e+02, 4.9620000e+02
5.3790536e+00, 1.9550000e+03, 1.2718000e+03, 2.8120000e+02, 4.8933333e+02
5.3800347e+00, 1.9554667e+03, 1.2736667e+03, 2.8486667e+02, 4.8566667e+02
5.3810417e+00, 1.9513333e+03, 1.2667333e+03, 2.8486667e+02, 4.8106667e+02
5.3820487e+00, 1.9476667e+03, 1.2626000e+03, 2.8393333e+02, 4.7420000e+02
5.3830557e+00, 1.9504000e+03, 1.2626000e+03, 2.8626667e+02, 4.7326667e+02
5.3840368e+00, 1.9481333e+03, 1.2575333e+03, 2.8260000e+02, 4.7233333e+02
5.3850438e+00, 1.9408000e+03, 1.2506667e+03, 2.7886667e+02, 4.5946667e+02
5.3860508e+00, 1.9430667e+03, 1.2543333e+03, 2.8026667e+02, 4.5440000e+02
5.3870319e+00, 1.9444667e+03, 1.2520667e+03, 2.8120000e+02, 4.6086667e+02
5.3880389e+00, 1.9357333e+03, 1.2442000e+03, 2.7753333e+02, 4.5300000e+02
5.3890459e+00, 1.9352667e+03, 1.2483333e+03, 2.7106667e+02, 4.4433333e+02
5.3900529e+00, 1.9334000e+03, 1.2442000e+03, 2.6926667e+02, 4.5760000e+02
5.3910340e+00, 1.9279333e+03, 1.2336667e+03, 2.6880000e+02, 4.4520000e+02
5.3920410e+00, 1.9371333e+03, 1.2470000e+03, 2.6740000e+02, 4.1766667e+02
5.3930480e+00, 1.9444667e+03, 1.2506667e+03, 2.7153333e+02, 4.3600000e+02
5.3940549e+00, 1.9343333e+03, 1.2346000e+03, 2.7106667e+02, 4.3280000e+02
5.3950361e+00, 1.9330000e+03, 1.2396667e+03, 2.6880000e+02, 4.0986667e+02
5.3960431e+00, 1.9394000e+03, 1.2492667e+03, 2.7980000e+02, 4.2500000e+02
5.3970500e+00, 1.9357333e+03, 1.2392000e+03, 2.8486667e+02, 4.1580000e+02
5.3980570e+00, 1.9352667e+03, 1.2368667e+03, 2.8346667e+02, 4.0340000e+02
5.3990382e+00, 1.9408000e+03, 1.2396667e+03, 2.8760000e+02, 4.1486667e+02
5.4000451e+00, 1.9380000e+03, 1.2309333e+03, 2.8713333e+02, 3.9700000e+02
5.4010521e+00, 1.9394000e+03, 1.2355333e+03, 2.8533333e+02, 3.8920000e+02
5.4020333e+00, 1.9444667e+03, 1.2428667e+03, 2.8993333e+02, 3.9746667e+02
5.4030403e+00, 1.9408000e+03, 1.2355333e+03, 2.8993333e+02, 3.8320000e+02
5.4040472e+00, 1.9408000e+03, 1.2359333e+03, 2.9360000e+02, 3.8086667e+02
5.4050542e+00, 1.9444667e+03, 1.2405333e+03, 2.9866667e+02, 3.8320000e+02
5.4060354e+00, 1.9444667e+03, 1.2433333e+03, 2.9820000e+02, 3.6893333e+02
5.4070423e+00, 1.9440000e+03, 1.2479333e+03, 3.0140000e+02, 3.6760000e+02
5.4080493e+00, 1.9384667e+03, 1.2433333e+03, 3.0600000e+02, 3.6893333e+02
5.4090563e+00, 1.9357333e+03, 1.2410000e+03, 3.0873333e+02, 3.6893333e+02
5.4100374e+00, 1.9380000e+03, 1.2483333e+03, 3.1613333e+02, 3.7906667e+02
5.4110444e+00, 1.9403333e+03, 1.2483333e+03, 3.1333333e+02, 3.7540000e+02
5.4120514e+00, 1.9408000e+03, 1.2465333e+03, 3.0093333e+02, 3.6800000e+02
5.4130326e+00, 1.9421333e+03, 1.2502000e+03, 3.0373333e+02, 3.7586667e+02
5.4140395e+00, 1.9416667e+03, 1.2502000e+03, 3.1060000e+02, 3.7906667e+02
5.4150465e+00, 1.9416667e+03, 1.2516000e+03, 3.0966667e+02, 3.7766667e+02
5.4160535e+00, 1.9444667e+03, 1.2566667e+03, 3.0966667e+02, 3.7953333e+02
5.4170346e+00, 1.9467333e+03, 1.2580000e+03, 3.0873333e+02, 3.7766667e+02
5.4180416e+00, 1.9458667e+03, 1.2612000e+03, 3.0873333e+02, 3.7766667e+02
5.4190486e+00, 1.9458667e+03, 1.2644667e+03, 3.1106667e+02, 3.8046667e+02
5.4200556e+00, 1.9467333e+03, 1.2630667e+03, 3.1566667e+02, 3.7953333e+02
5.4210367e+00, 1.9490667e+03, 1.2653333e+03, 3.2300000e+02, 3.8180000e+02
5.4220437e+00, 1.9504000e+03, 1.2690667e+03, 3.2713333e+02, 3.8046667e+02
5.4230507e+00, 1.9476667e+03, 1.2699333e+03, 3.2806667e+02, 3.7673333e+02
5.4240576e+00, 1.9458667e+03, 1.2713333e+03, 3.2946667e+02, 3.7586667e+02
5.4250388e+00, 1.9444667e+03, 1.2718000e+03, 3.2806667e+02, 3.7400000e+02
5.4260458e+00, 1.9408000e+03, 1.2690667e+03, 3.2346667e+02, 3.7173333e+02
5.4270528e+00, 1.9408000e+03, 1.2690667e+03, 3.1980000e+02, 3.7033333e+02
5.4280339e+00, 1.9403333e+03, 1.2704000e+03, 3.1933333e+02, 3.6573333e+02
5.4290409e+00, 1.9403333e+03, 1.2713333e+03, 3.1793333e+02, 3.6386667e+02
5.4300479e+00, 1.9421333e+03, 1.2727333e+03, 3.1793333e+02, 3.6300000e+02
5.4310548e+00, 1.9440000e+03, 1.2718000e+03, 3.2073333e+02, 3.6300000e+02
5.4320360e+00, 1.9444667e+03, 1.2718000e+03, 3.1933333e+02, 3.6160000e+02
5.4330430e+00, 1.9467333e+03, 1.2740667e+03, 3.1613333e+02, 3.6066667e+02
5.4340499e+00, 1.9481333e+03, 1.2791333e+03, 3.1566667e+02, 3.6066667e+02
5.4350569e+00, 1.9481333e+03, 1.2810000e+03, 3.1566667e+02, 3.6300000e+02
5.4360381e+00, 1.9476667e+03, 1.2791333e+03, 3.1700000e+02, 3.6433333e+02
5.4370451e+00, 1.9467333e+03, 1.2791333e+03, 3.1793333e+02, 3.6253333e+02
5.4380520e+00, 1.9454000e+03, 1.2828000e+03, 3.1426667e+02, 3.6020000e+02
5.4390332e+00, 1.9421333e+03, 1.2823333e+03, 3.1106667e+02, 3.5793333e+02
5.4400402e+00, 1.9394000e+03, 1.2814667e+03, 3.1473333e+02, 3.6386667e+02
5.4410471e+00, 1.9403333e+03, 1.2828000e+03, 3.1700000e+02, 3.7586667e+02
5.4420541e+00, 1.9403333e+03, 1.2800667e+03, 3.1793333e+02, 3.7446667e+02
5.4430353e+00, 1.9384667e+03, 1.2773333e+03, 3.1700000e+02, 3.6573333e+02
5.4440422e+00, 1.9403333e+03, 1.2778000e+03, 3.1426667e+02, 3.6666667e+02
5.4450492e+00, 1.9408000e+03, 1.2764000e+03, 3.1246667e+02, 3.7586667e+02
5.4460562e+00, 1.9408000e+03, 1.2740667e+03, 3.1246667e+02, 3.8180000e+02
5.4470373e+00, 1.9403333e+03, 1.2736667e+03, 3.1566667e+02, 3.7953333e+02
5.4480443e+00, 1.9394000e+03, 1.2713333e+03, 3.1933333e+02, 3.7813333e+02
5.4490513e+00, 1.9380000e+03, 1.2681333e+03, 3.2073333e+02, 3.7906667e+02
5.4500325e+00, 1.9384667e+03, 1.2681333e+03, 3.2346667e+02, 3.7906667e+02
5.4510394e+00, 1.9408000e+03, 1.2704000e+03, 3.2713333e+02, 3.7673333e+02
5.4520464e+00, 1.9421333e+03, 1.2740667e+03, 3.2946667e+02, 3.7586667e+02
5.4530534e+00, 1.9394000e+03, 1.2727333e+03, 3.2713333e+02, 3.7813333e+02
5.4540345e+00, 1.9352667e+03, 1.2690667e+03, 3.2486667e+02, 3.7953333e+02
5.4550415e+00, 1.9330000e+03, 1.2690667e+03, 3.2853333e+02, 3.8086667e+02
5.4560485e+00, 1.9316000e+03, 1.2690667e+03, 3.3313333e+02, 3.8320000e+02
5.4570555e+00, 1.9292667e+03, 1.2662667e+03, 3.3680000e+02, 3.8413333e+02
5.4580366e+00, 1.9279333e+03, 1.2644667e+03, 3.4140000e+02, 3.8320000e+02
5.4590436e+00, 1.9233333e+03, 1.2612000e+03, 3.4140000e+02, 3.8413333e+02
5.4600506e+00, 1.9187333e+03, 1.2575333e+03, 3.4186667e+02, 3.8546667e+02
5.4610575e+00, 1.9173333e+03, 1.2575333e+03, 3.4553333e+02, 3.8413333e+02
5.4620387e+00, 1.9173333e+03, 1.2580000e+03, 3.4686667e+02, 3.8046667e+02
5.4630457e+00, 1.9160000e+03, 1.2575333e+03, 3.4413333e+02, 3.7813333e+02
5.4640527e+00, 1.9136667e+03, 1.2543333e+03, 3.4320000e+02, 3.7586667e+02
5.4650338e+00, 1.9086000e+03, 1.2492667e+03, 3.4553333e+02, 3.7400000e+02
5.4660408e+00, 1.9058667e+03, 1.2465333e+03, 3.4780000e+02, 3.7400000e+02
5.4670478e+00, 1.9063333e+03, 1.2456000e+03, 3.4920000e+02, 3.7400000e+02
5.4680547e+00, 1.9086000e+03, 1.2483333e+03, 3.5146667e+02, 3.7400000e+02
5.4690359e+00, 1.9095333e+03, 1.2502000e+03, 3.5286667e+02, 3.7080000e+02
5.4700429e+00, 1.9072667e+03, 1.2428667e+03, 3.5513333e+02, 3.6800000e+02
5.4710498e+00, 1.9044667e+03, 1.2355333e+03, 3.5793333e+02, 3.6800000e+02
5.4720568e+00, 1.9049333e+03, 1.2346000e+03, 3.5793333e+02, 3.6800000e+02
5.4730380e+00, 1.9081333e+03, 1.2368667e+03, 3.6386667e+02, 3.6800000e+02
5.4740450e+00, 1.9100000e+03, 1.2359333e+03, 3.6893333e+02, 3.6940000e+02
5.4750519e+00, 1.9095333e+03, 1.2332000e+03, 3.6526667e+02, 3.7080000e+02
5.4760331e+00, 1.9100000e+03, 1.2295333e+03, 3.6160000e+02, 3.7306667e+02
5.4770401e+00, 1.9100000e+03, 1.2249333e+03, 3.6760000e+02, 3.7400000e+02
5.4780470e+00, 1.9100000e+03, 1.2226667e+03, 3.7260000e+02, 3.7446667e+02
5.4790540e+00, 1.9109333e+03, 1.2226667e+03, 3.7493333e+02, 3.7540000e+02
5.4800352e+00, 1.9100000e+03, 1.2198667e+03, 3.8133333e+02, 3.7586667e+02
5.4810421e+00, 1.9072667e+03, 1.2152667e+03, 3.7766667e+02, 3.7906667e+02
5.4820491e+00, 1.9049333e+03, 1.2111333e+03, 3.6760000e+02, 3.7953333e+02
5.4830561e+00, 1.9063333e+03, 1.2088667e+03, 3.6893333e+02, 3.8226667e+02
5.4840372e+00, 1.9100000e+03, 1.2098000e+03, 3.7260000e+02, 3.8413333e+02
5.4850442e+00, 1.9146000e+03, 1.2111333e+03, 3.7493333e+02, 3.8593333e+02
5.4860512e+00, 1.9150667e+03, 1.2088667e+03, 3.7766667e+02, 3.9240000e+02
5.4870324e+00, 1.9150667e+03, 1.2047333e+03, 3.8086667e+02, 3.9926667e+02
5.4880393e+00, 1.9182667e+03, 1.2028667e+03, 3.8086667e+02, 4.0066667e+02
5.4890463e+00, 1.9205333e+03, 1.2028667e+03, 3.7766667e+02, 3.9833333e+02
5.4900533e+00, 1.9196667e+03, 1.2024000e+03, 3.7766667e+02, 3.9833333e+02
5.4910344e+00, 1.9122667e+03, 1.2001333e+03, 3.8086667e+02, 3.9606667e+02
5.4920414e+00, 1.9022000e+03, 1.1950667e+03, 3.7633333e+02, 3.9420000e+02
5.4930484e+00, 1.8948000e+03, 1.1918667e+03, 3.6620000e+02, 3.9240000e+02
5.4940554e+00, 1.8898000e+03, 1.1928000e+03, 3.5886667e+02, 3.8826667e+02
5.4950365e+00, 1.8852000e+03, 1.1928000e+03, 3.5746667e+02, 3.8546667e+02
